shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
86,-23.519621,-46.440844,4,90.7
86,-23.519161,-46.440704,5,143.6
86,-23.518511,-46.439774,6,262.8
86,-23.517231,-46.438774,7,437.5
86,-23.516721,-46.438304,8,511.6
86,-23.516081,-46.437284,9,637.6
86,-23.515681,-46.436344,10,743.3
86,-23.515631,-46.436124,11,766.5
86,-23.515961,-46.435134,12,874.0
86,-23.515981,-46.434944,13,893.5
86,-23.515951,-46.434814,14,907.2
86,-23.514791,-46.433504,15,1092.7
86,-23.512901,-46.432744,16,1315.9
86,-23.512511,-46.432744,17,1359.1
86,-23.512171,-46.432844,18,1398.1
86,-23.511721,-46.433104,19,1454.6
86,-23.510531,-46.433974,20,1613.6
86,-23.509911,-46.434334,21,1691.5
86,-23.509531,-46.433034,22,1830.7
86,-23.509211,-46.432534,23,1892.9
86,-23.508661,-46.431824,24,1987.6
86,-23.506831,-46.430804,25,2215.5
86,-23.504791,-46.429464,26,2479.6
86,-23.503781,-46.428954,27,2603.0
86,-23.500541,-46.427765,28,2981.9
86,-23.498371,-46.427705,29,3222.3
86,-23.497261,-46.427885,30,3346.6
86,-23.495901,-46.428275,31,3502.4
86,-23.494790,-46.428690,32,3632.5
87,-23.479071,-46.420895,1,0.0
87,-23.479261,-46.423335,2,250.1
87,-23.480011,-46.425915,3,526.5
87,-23.480121,-46.427405,4,679.2
87,-23.480471,-46.428955,5,842.2
87,-23.480461,-46.429055,6,852.5
87,-23.481011,-46.429555,7,932.0
87,-23.483721,-46.433685,8,1449.7
87,-23.484651,-46.434985,9,1617.8
87,-23.484341,-46.429125,10,2217.4
87,-23.480941,-46.429465,11,2595.5
87,-23.491361,-46.428415,12,3754.5
87,-23.487781,-46.428775,13,4152.7
87,-23.487411,-46.424235,14,4618.3
87,-23.487351,-46.422855,15,4759.4
87,-23.479370,-46.423615,16,5646.7
87,-23.483941,-46.423145,17,6155.2
87,-23.484341,-46.429115,18,6766.7
87,-23.483941,-46.423145,19,7378.2
87,-23.487091,-46.422855,20,7728.3
87,-23.486631,-46.414815,21,8551.2
87,-23.482081,-46.414685,22,9055.2
87,-23.489821,-46.414895,23,9912.7
87,-23.486631,-46.414815,24,10266.1
87,-23.486941,-46.420645,25,10862.6
87,-23.491551,-46.420305,26,11374.4
88,-23.491690,-46.428421,1,0.0
88,-23.492556,-46.428421,2,95.9
88,-23.494002,-46.428271,3,256.8
88,-23.494593,-46.428228,4,322.3
88,-23.494761,-46.428695,5,373.6
89,-23.553112,-46.742533,1,0.0
89,-23.552212,-46.742883,2,105.9
89,-23.550192,-46.743423,3,336.3
89,-23.549622,-46.743693,4,405.2
89,-23.549222,-46.744103,5,466.1
89,-23.547882,-46.746293,6,734.5
89,-23.547602,-46.748983,7,1010.9
89,-23.547422,-46.749013,8,1031.1
89,-23.547322,-46.749113,9,1046.1
89,-23.547302,-46.749343,10,1069.7
89,-23.540952,-46.752633,11,1849.1
89,-23.538582,-46.753733,12,2134.6
89,-23.537042,-46.754533,13,2323.7
89,-23.536412,-46.754743,14,2396.7
89,-23.535102,-46.754743,15,2541.8
89,-23.534122,-46.754643,16,2650.8
89,-23.531762,-46.754553,17,2912.4
89,-23.531512,-46.754583,18,2940.2
89,-23.531332,-46.754783,19,2968.8
89,-23.531063,-46.755236,20,3023.8
89,-23.530871,-46.755783,21,3083.6
89,-23.530655,-46.756545,22,3165.0
89,-23.530463,-46.757312,23,3246.1
89,-23.530380,-46.757661,24,3282.9
89,-23.530402,-46.758033,25,3321.0
89,-23.530911,-46.758894,26,3425.4
89,-23.531122,-46.759018,27,3452.0
89,-23.531339,-46.759093,28,3477.2
90,-23.579387,-46.708689,1,0.0
90,-23.579555,-46.708859,2,25.5
90,-23.580206,-46.708268,3,119.5
90,-23.580907,-46.707659,4,219.0
90,-23.581205,-46.707463,5,257.6
90,-23.581749,-46.707224,6,322.6
90,-23.583837,-46.706225,7,575.3
90,-23.585240,-46.705602,8,743.1
90,-23.585237,-46.705536,9,749.8
90,-23.584908,-46.705468,10,787.0
90,-23.580960,-46.707359,11,1264.9
90,-23.580755,-46.707474,12,1290.5
90,-23.580516,-46.707057,13,1340.6
90,-23.580308,-46.706620,14,1390.9
90,-23.579832,-46.705583,15,1509.1
90,-23.580308,-46.706620,16,1627.4
90,-23.580516,-46.707057,17,1677.6
90,-23.580755,-46.707474,18,1727.7
90,-23.579981,-46.708185,19,1840.0
90,-23.579387,-46.708689,20,1923.6
90,-23.579155,-46.708389,21,1963.5
90,-23.578309,-46.708389,22,2057.2
90,-23.577973,-46.708598,23,2100.1
90,-23.577710,-46.709011,24,2151.3
90,-23.577405,-46.709279,25,2194.8
90,-23.576884,-46.709601,26,2261.2
90,-23.575704,-46.709955,27,2396.8
90,-23.574691,-46.710223,28,2512.3
90,-23.574121,-46.710333,29,2576.5
90,-23.574052,-46.710255,30,2587.5
91,-23.518272,-46.655203,1,0.0
91,-23.517567,-46.654123,2,135.2
91,-23.517390,-46.653865,3,168.1
91,-23.516996,-46.653715,4,214.3
91,-23.513662,-46.653334,5,585.6
92,-23.589382,-46.634788,1,0.0
92,-23.589505,-46.635711,2,95.2
92,-23.591851,-46.637637,3,421.0
92,-23.592337,-46.639007,4,570.9
92,-23.596912,-46.639433,5,1079.4
92,-23.598362,-46.639463,6,1240.1
92,-23.601421,-46.639482,7,1578.9
92,-23.602792,-46.639493,8,1730.7
92,-23.603888,-46.639509,9,1852.1
92,-23.604473,-46.639410,10,1917.7
92,-23.604672,-46.639330,11,1941.2
92,-23.604852,-46.639203,12,1965.0
92,-23.605102,-46.638959,13,2002.2
92,-23.605250,-46.638726,14,2031.1
92,-23.605417,-46.638667,15,2050.5
92,-23.605562,-46.638483,16,2075.2
92,-23.606652,-46.637153,17,2256.9
92,-23.607312,-46.637313,18,2331.8
92,-23.609032,-46.637483,19,2523.1
92,-23.612112,-46.637413,20,2864.3
92,-23.625062,-46.640323,21,4328.9
93,-23.706174,-46.699800,1,0.0
93,-23.706532,-46.699311,2,63.7
93,-23.706745,-46.699027,3,101.0
93,-23.706923,-46.698721,4,137.9
93,-23.707038,-46.698452,5,168.2
93,-23.707114,-46.698118,6,203.3
93,-23.707217,-46.696361,7,382.8
93,-23.707144,-46.695763,8,444.4
93,-23.706982,-46.695224,9,502.2
93,-23.706829,-46.694867,10,542.3
93,-23.706844,-46.694387,11,591.3
93,-23.706775,-46.693977,12,633.8
93,-23.706844,-46.693314,13,701.8
93,-23.706888,-46.693035,14,730.7
93,-23.707414,-46.692265,15,828.4
93,-23.708003,-46.691254,16,950.5
93,-23.708087,-46.690997,17,978.3
93,-23.707772,-46.690423,18,1046.4
93,-23.707590,-46.690063,19,1088.2
93,-23.707463,-46.689967,20,1105.5
93,-23.707188,-46.689291,21,1180.8
93,-23.706780,-46.688862,22,1243.7
93,-23.706652,-46.688754,23,1261.6
94,-23.536571,-46.484275,1,0.0
94,-23.536109,-46.484736,2,69.6
94,-23.535410,-46.485208,3,160.7
94,-23.534673,-46.485616,4,252.4
94,-23.533905,-46.485841,5,340.4
94,-23.533187,-46.486120,6,424.9
94,-23.532410,-46.486431,7,516.7
94,-23.532056,-46.486614,8,560.1
94,-23.531633,-46.486903,9,615.5
94,-23.531092,-46.487365,10,691.7
94,-23.530453,-46.487708,11,770.7
94,-23.529371,-46.488298,12,904.8
94,-23.528121,-46.488942,13,1058.0
95,-23.605269,-46.648736,1,0.0
95,-23.605191,-46.648189,2,56.5
95,-23.605004,-46.646676,3,212.3
96,-23.718160,-46.697123,1,0.0
96,-23.718101,-46.696930,2,20.7
96,-23.717885,-46.696018,3,116.8
96,-23.717649,-46.695202,4,203.9
96,-23.717443,-46.694344,5,294.4
96,-23.717276,-46.693647,6,367.9
96,-23.717021,-46.693078,7,432.4
96,-23.716579,-46.692520,8,507.4
96,-23.716127,-46.692080,9,574.6
96,-23.715852,-46.691801,10,616.3
96,-23.715036,-46.691415,11,714.8
96,-23.714300,-46.691039,12,805.0
97,-23.589873,-46.648962,1,0.0
97,-23.589224,-46.647610,2,155.6
97,-23.589018,-46.646961,3,225.6
97,-23.587389,-46.642263,4,738.0
97,-23.586874,-46.640411,5,935.5
97,-23.586441,-46.639585,6,1032.4
97,-23.584780,-46.636581,7,1390.1
97,-23.584318,-46.635787,8,1485.9
98,-23.617749,-46.651510,1,0.0
98,-23.617110,-46.650871,2,96.2
98,-23.616987,-46.650753,3,114.4
98,-23.616221,-46.648597,4,350.2
98,-23.615621,-46.646848,5,540.7
98,-23.614697,-46.644337,6,816.6
98,-23.614166,-46.642771,7,986.9
98,-23.613625,-46.641226,8,1155.5
98,-23.613380,-46.640561,9,1228.7
98,-23.613242,-46.640336,10,1256.3
98,-23.613065,-46.637653,11,1530.7
99,-23.600589,-46.469662,1,0.0
99,-23.601022,-46.466615,2,314.7
99,-23.601179,-46.465703,3,409.3
99,-23.601385,-46.465328,4,454.0
99,-23.601592,-46.465081,5,488.0
99,-23.602172,-46.464609,6,568.3
99,-23.602831,-46.464094,7,658.2
99,-23.601022,-46.461465,8,993.0
99,-23.600530,-46.462248,9,1089.7
99,-23.600147,-46.462790,10,1159.5
99,-23.599493,-46.462924,11,1233.2
99,-23.598318,-46.463171,12,1365.7
99,-23.600147,-46.462790,13,1571.9
99,-23.600447,-46.466730,14,1975.4
99,-23.598505,-46.465950,15,2204.8
99,-23.601720,-46.467237,16,2584.3
99,-23.602113,-46.467441,17,2632.6
99,-23.602349,-46.467109,18,2675.4
99,-23.603991,-46.465821,19,2899.7
99,-23.602831,-46.464094,20,3117.9
99,-23.603991,-46.465821,21,3336.0
99,-23.605564,-46.464577,22,3551.6
99,-23.606704,-46.463718,23,3705.3
100,-23.514595,-46.519433,1,0.0
100,-23.515077,-46.518510,2,108.3
100,-23.515422,-46.517706,3,198.9
100,-23.515904,-46.516837,4,302.5
100,-23.516563,-46.515539,5,453.8
100,-23.517104,-46.514476,6,577.7
100,-23.517724,-46.513468,7,701.5
100,-23.518038,-46.512996,8,761.0
100,-23.518511,-46.512481,9,835.2
100,-23.518737,-46.511998,10,890.5
100,-23.518904,-46.510775,11,1016.8
100,-23.518993,-46.510410,12,1055.3
100,-23.519179,-46.509842,13,1116.9
100,-23.519435,-46.509209,14,1187.5
100,-23.519671,-46.508350,15,1279.0
100,-23.519868,-46.507696,16,1349.3
100,-23.520035,-46.507224,17,1400.9
100,-23.520075,-46.506687,18,1455.9
100,-23.520065,-46.505883,19,1538.1
100,-23.520094,-46.505078,20,1620.3
100,-23.520153,-46.503555,21,1776.0
100,-23.520134,-46.502718,22,1861.5
100,-23.519927,-46.501076,23,2030.7
100,-23.519721,-46.499660,24,2177.2
100,-23.519721,-46.499445,25,2199.1
100,-23.520232,-46.497675,26,2388.5
100,-23.520498,-46.496838,27,2478.9
100,-23.520773,-46.495841,28,2585.3
100,-23.521078,-46.494961,29,2681.3
100,-23.521236,-46.494768,30,2707.6
100,-23.521432,-46.494575,31,2737.0
100,-23.521727,-46.494381,32,2775.1
100,-23.522337,-46.494156,33,2846.5
100,-23.522711,-46.493920,34,2894.4
100,-23.523065,-46.493416,35,2959.1
100,-23.523429,-46.492901,36,3025.4
100,-23.524029,-46.492139,37,3127.7
100,-23.524669,-46.491377,38,3232.9
100,-23.525220,-46.490819,39,3316.4
100,-23.525711,-46.490465,40,3381.8
100,-23.526548,-46.489822,41,3495.3
100,-23.527462,-46.489317,42,3609.0
100,-23.528121,-46.488942,43,3691.4
101,-23.564892,-46.754686,1,0.0
101,-23.565202,-46.754426,2,43.4
101,-23.565674,-46.754040,3,108.9
101,-23.566402,-46.753954,4,189.9
101,-23.566559,-46.754233,5,223.3
101,-23.567601,-46.754179,6,338.9
101,-23.568024,-46.754061,7,387.3
101,-23.568565,-46.753825,8,451.8
101,-23.570247,-46.753052,9,654.1
101,-23.571977,-46.752248,10,862.6
101,-23.573207,-46.751690,11,1010.2
101,-23.575104,-46.750810,12,1238.8
101,-23.575989,-46.750392,13,1345.7
101,-23.576579,-46.750027,14,1420.9
101,-23.577051,-46.749533,15,1493.5
101,-23.577445,-46.748847,16,1576.0
101,-23.577700,-46.748353,17,1633.8
101,-23.577661,-46.747946,18,1675.6
101,-23.577907,-46.747742,19,1709.9
101,-23.579038,-46.746250,20,1907.0
101,-23.579628,-46.745628,21,1998.2
101,-23.580129,-46.745167,22,2071.0
101,-23.581466,-46.744566,23,2231.3
101,-23.582007,-46.744308,24,2296.7
101,-23.582410,-46.744308,25,2341.3
101,-23.582902,-46.744738,26,2411.2
101,-23.583541,-46.745081,27,2490.2
101,-23.584583,-46.745660,28,2619.9
101,-23.584692,-46.745703,29,2632.7
102,-23.602654,-46.747924,1,0.0
102,-23.603008,-46.747366,2,69.1
102,-23.603756,-46.746765,3,172.1
102,-23.605191,-46.746079,4,345.9
102,-23.605741,-46.747001,5,458.0
102,-23.606548,-46.747194,6,549.5
102,-23.607708,-46.747023,7,679.1
102,-23.608042,-46.746915,8,717.7
102,-23.609104,-46.745950,9,871.2
102,-23.610028,-46.745070,10,1007.3
102,-23.610303,-46.744469,11,1075.8
102,-23.611050,-46.743568,12,1199.5
102,-23.612112,-46.742688,13,1347.4
102,-23.612820,-46.742173,14,1441.8
102,-23.613331,-46.742002,15,1501.1
102,-23.615100,-46.742045,16,1697.1
102,-23.616123,-46.742324,17,1813.9
102,-23.617145,-46.742560,18,1929.6
102,-23.617754,-46.742710,19,1998.8
102,-23.618836,-46.742345,20,2124.3
102,-23.619838,-46.741937,21,2242.8
102,-23.620644,-46.741529,22,2341.3
102,-23.621175,-46.741057,23,2417.3
102,-23.621627,-46.740135,24,2524.0
102,-23.621745,-46.739620,25,2578.1
102,-23.622158,-46.739716,26,2624.9
102,-23.622532,-46.739845,27,2668.3
102,-23.622837,-46.740135,28,2713.2
102,-23.623333,-46.740242,29,2769.2
102,-23.623770,-46.740306,30,2818.1
102,-23.624626,-46.740349,31,2912.9
102,-23.624827,-46.740768,32,2961.1
102,-23.624930,-46.741401,33,3026.7
102,-23.625146,-46.741937,34,3086.5
102,-23.626090,-46.743074,35,3242.6
102,-23.626601,-46.743654,36,3324.5
102,-23.627250,-46.743761,37,3397.2
102,-23.628017,-46.743482,38,3486.7
102,-23.628665,-46.743053,39,3570.9
102,-23.628921,-46.742248,40,3657.7
102,-23.629019,-46.741835,41,3701.3
102,-23.629019,-46.741594,42,3725.9
102,-23.629177,-46.740113,43,3878.0
102,-23.629275,-46.738676,44,4025.1
102,-23.629668,-46.738032,45,4103.9
102,-23.630081,-46.737517,46,4173.5
102,-23.631024,-46.736380,47,4329.7
103,-23.628086,-46.767665,1,0.0
103,-23.627338,-46.768233,2,101.1
103,-23.627083,-46.767815,3,152.3
103,-23.626808,-46.767429,4,202.1
103,-23.626690,-46.767118,5,236.4
103,-23.625953,-46.767289,6,319.9
103,-23.625427,-46.767418,7,379.7
103,-23.624999,-46.767268,8,429.4
103,-23.622984,-46.765444,9,720.0
103,-23.622473,-46.764993,10,793.0
103,-23.623308,-46.764414,11,902.8
103,-23.623593,-46.763974,12,957.6
104,-23.498047,-46.706189,1,0.0
104,-23.497319,-46.704913,2,153.3
104,-23.496493,-46.703475,3,326.4
104,-23.495863,-46.702348,4,460.9
104,-23.495489,-46.701812,5,529.6
104,-23.494830,-46.701329,6,617.7
104,-23.493876,-46.700750,7,738.8
104,-23.492803,-46.700192,8,870.6
104,-23.491927,-46.699634,9,983.1
104,-23.490993,-46.699119,10,1099.2
104,-23.489861,-46.698529,11,1238.3
104,-23.488956,-46.697982,12,1353.1
104,-23.487991,-46.697392,13,1475.7
104,-23.486693,-46.696684,14,1636.7
104,-23.485650,-46.696072,15,1768.0
104,-23.484046,-46.695117,16,1970.7
104,-23.483396,-46.694795,17,2049.8
104,-23.482894,-46.694720,18,2105.9
104,-23.482038,-46.694817,19,2201.2
104,-23.481271,-46.694956,20,2287.4
104,-23.480287,-46.695139,21,2398.0
104,-23.479539,-46.695160,22,2480.8
104,-23.478860,-46.695171,23,2556.0
105,-23.557049,-46.672651,1,0.0
105,-23.558937,-46.675741,2,378.5
105,-23.559901,-46.677393,3,578.1
105,-23.557993,-46.678745,4,830.5
105,-23.557167,-46.679260,5,936.0
105,-23.556321,-46.679904,6,1050.4
105,-23.554590,-46.681105,7,1278.0
105,-23.555171,-46.682049,8,1393.9
105,-23.553961,-46.682886,9,1552.9
105,-23.553710,-46.682532,10,1598.4
105,-23.553430,-46.682285,11,1638.4
105,-23.553204,-46.682189,12,1665.3
105,-23.552958,-46.682157,13,1692.8
105,-23.552495,-46.682736,14,1771.0
105,-23.548217,-46.687757,15,2469.1
105,-23.547381,-46.688701,16,2602.7
106,-23.582144,-46.562445,1,0.0
106,-23.582911,-46.562380,2,85.2
106,-23.584091,-46.561844,3,226.9
106,-23.585645,-46.561114,4,414.4
106,-23.586510,-46.560471,5,530.6
106,-23.587651,-46.560192,6,660.0
106,-23.587316,-46.559698,7,722.6
106,-23.589204,-46.558217,8,980.5
106,-23.591603,-46.556158,9,1319.4
106,-23.592753,-46.557799,10,1529.9
106,-23.592753,-46.557981,11,1548.5
106,-23.592891,-46.558078,12,1566.6
106,-23.593058,-46.557928,13,1590.7
106,-23.593530,-46.558089,14,1645.5
106,-23.593383,-46.558507,15,1691.2
106,-23.593058,-46.558797,16,1737.7
106,-23.592724,-46.559140,17,1788.7
106,-23.592508,-46.559377,18,1822.7
107,-23.517232,-46.629339,1,0.0
107,-23.518491,-46.629521,2,140.7
107,-23.519514,-46.629650,3,254.8
107,-23.520695,-46.629736,4,385.8
107,-23.521531,-46.629822,5,478.8
108,-23.518934,-46.560052,1,0.0
108,-23.518530,-46.560149,2,45.7
108,-23.518127,-46.560074,3,91.1
108,-23.517812,-46.559838,4,133.5
108,-23.517675,-46.559484,5,172.7
108,-23.517773,-46.559108,6,212.6
108,-23.517399,-46.559301,7,258.4
108,-23.517055,-46.559441,8,299.1
108,-23.516671,-46.559398,9,341.9
108,-23.516465,-46.559076,10,381.9
108,-23.516209,-46.557992,11,496.1
108,-23.515727,-46.555922,12,714.2
108,-23.515313,-46.553873,13,928.5
108,-23.514379,-46.549828,14,1354.3
109,-23.665697,-46.732389,1,0.0
109,-23.666965,-46.734320,2,241.9
109,-23.667456,-46.735382,3,363.1
109,-23.668046,-46.737109,4,551.1
109,-23.668085,-46.737388,5,579.8
110,-23.492486,-46.569688,1,0.0
110,-23.492727,-46.569194,2,57.1
110,-23.492983,-46.568724,3,112.9
110,-23.493098,-46.568560,4,133.9
110,-23.493216,-46.568469,5,149.9
110,-23.493457,-46.568373,6,178.4
110,-23.493703,-46.568351,7,205.7
110,-23.493827,-46.568379,8,219.7
110,-23.493956,-46.568420,9,234.7
110,-23.494062,-46.568479,10,247.8
110,-23.494038,-46.568546,11,255.2
110,-23.494137,-46.568623,12,268.7
110,-23.494185,-46.568571,13,276.2
110,-23.494303,-46.568727,14,296.8
110,-23.494406,-46.569022,15,329.0
110,-23.494436,-46.569220,16,349.6
110,-23.494432,-46.569369,17,364.8
110,-23.494397,-46.569521,18,380.7
110,-23.493870,-46.570484,19,495.1
110,-23.493202,-46.570085,20,579.6
110,-23.492495,-46.569694,21,667.5
111,-23.563860,-46.753675,1,0.0
111,-23.564754,-46.752934,2,124.6
111,-23.565831,-46.751990,3,278.0
111,-23.565699,-46.751840,4,299.2
111,-23.565949,-46.751647,5,333.3
111,-23.566343,-46.751191,6,397.0
111,-23.566918,-46.750472,7,494.2
111,-23.567542,-46.750113,8,572.5
111,-23.567926,-46.749887,9,620.8
111,-23.568393,-46.749646,10,678.1
111,-23.568767,-46.749421,11,725.5
111,-23.569509,-46.749029,12,816.9
111,-23.570001,-46.748772,13,877.4
111,-23.570301,-46.748616,14,914.2
111,-23.572317,-46.747500,15,1164.8
111,-23.573197,-46.747023,16,1273.8
111,-23.573482,-46.746857,17,1309.7
111,-23.573929,-46.746513,18,1370.4
111,-23.574195,-46.746240,19,1410.9
111,-23.575016,-46.745285,20,1544.2
111,-23.575655,-46.744512,21,1650.2
111,-23.576048,-46.744051,22,1714.3
111,-23.576225,-46.743590,23,1765.3
111,-23.576117,-46.742849,24,1841.9
111,-23.576068,-46.742356,25,1892.5
112,-23.581318,-46.489875,1,0.0
112,-23.580099,-46.487944,2,238.9
112,-23.579548,-46.485927,3,453.7
112,-23.579234,-46.484468,4,606.7
112,-23.579273,-46.482408,5,817.0
112,-23.578840,-46.481078,6,961.0
112,-23.578132,-46.480348,7,1069.1
112,-23.576284,-46.479404,8,1295.4
112,-23.575536,-46.478760,9,1401.1
112,-23.575025,-46.477344,10,1556.4
112,-23.574514,-46.476142,11,1691.5
112,-23.572468,-46.473911,12,2012.7
112,-23.571485,-46.472151,13,2222.8
112,-23.570895,-46.470091,14,2443.0
112,-23.570266,-46.468890,15,2584.1
112,-23.569164,-46.468503,16,2712.3
112,-23.567158,-46.467903,17,2942.8
112,-23.565467,-46.467516,18,3134.2
113,-23.651988,-46.648071,1,0.0
113,-23.652764,-46.648768,2,111.6
113,-23.652882,-46.649079,3,145.9
113,-23.652990,-46.649423,4,183.0
113,-23.653492,-46.650131,5,274.1
113,-23.653035,-46.650801,6,359.1
113,-23.652656,-46.651568,7,447.9
113,-23.654170,-46.652448,8,638.1
113,-23.654337,-46.652550,9,659.3
113,-23.655187,-46.653591,10,801.2
114,-23.525872,-46.611284,1,0.0
114,-23.525972,-46.611068,2,24.7
114,-23.526056,-46.610934,3,41.2
114,-23.527384,-46.609507,4,248.3
114,-23.528928,-46.607838,5,489.7
115,-23.514699,-46.586687,1,0.0
115,-23.516976,-46.583280,2,429.7
115,-23.518432,-46.581049,3,708.9
115,-23.518904,-46.580405,4,792.9
115,-23.519278,-46.580233,5,837.9
115,-23.519554,-46.580190,6,868.7
116,-23.506233,-46.704601,1,0.0
116,-23.506440,-46.704419,2,29.5
116,-23.505948,-46.703797,3,113.2
116,-23.505741,-46.703089,4,189.1
116,-23.505564,-46.702445,5,257.7
116,-23.505122,-46.701308,6,383.8
116,-23.504689,-46.699859,7,539.3
116,-23.504895,-46.697832,8,747.6
116,-23.505072,-46.697671,9,773.2
116,-23.505092,-46.696415,10,901.5
116,-23.505033,-46.695761,11,968.6
116,-23.504925,-46.695160,12,1031.1
116,-23.504757,-46.694527,13,1098.4
117,-23.635182,-46.711285,1,0.0
117,-23.636676,-46.711328,2,165.5
117,-23.636666,-46.711103,3,188.5
117,-23.636833,-46.710985,4,210.6
117,-23.638494,-46.710158,5,413.0
117,-23.639271,-46.709922,6,502.3
117,-23.643055,-46.708957,7,932.8
118,-23.548482,-46.758163,1,0.0
118,-23.548719,-46.758170,2,26.2
118,-23.550184,-46.757494,3,202.6
118,-23.552171,-46.756722,4,436.3
118,-23.553705,-46.756132,5,616.6
118,-23.554915,-46.755617,6,760.6
118,-23.555220,-46.755348,7,804.0
118,-23.555377,-46.754941,8,849.2
118,-23.555377,-46.754576,9,886.4
118,-23.555013,-46.753449,10,1008.3
118,-23.554502,-46.751947,11,1171.8
118,-23.554354,-46.751550,12,1215.4
118,-23.554492,-46.751046,13,1269.1
118,-23.554640,-46.750810,14,1298.3
118,-23.555535,-46.750327,15,1409.0
118,-23.556105,-46.749963,16,1482.3
118,-23.556597,-46.749212,17,1576.3
118,-23.557266,-46.748149,18,1707.7
118,-23.557688,-46.747570,19,1783.1
118,-23.558003,-46.747323,20,1826.1
118,-23.558492,-46.746993,21,1889.9
119,-23.488296,-46.651033,1,0.0
119,-23.488306,-46.651118,2,8.8
119,-23.488405,-46.651945,3,93.9
119,-23.488424,-46.652749,4,176.1
119,-23.488414,-46.653275,5,229.9
119,-23.488444,-46.653650,6,268.4
119,-23.488582,-46.654037,7,310.7
119,-23.488838,-46.654348,8,353.2
119,-23.489261,-46.654605,9,407.0
119,-23.490048,-46.654959,10,501.4
119,-23.490668,-46.655217,11,574.9
119,-23.490992,-46.655474,12,619.4
119,-23.491337,-46.655850,13,673.5
119,-23.491681,-46.656719,14,770.1
119,-23.492075,-46.657577,15,868.1
119,-23.492281,-46.657878,16,906.3
119,-23.493315,-46.658661,17,1045.9
119,-23.493846,-46.659186,18,1125.6
119,-23.494240,-46.659648,19,1189.8
119,-23.494751,-46.660410,20,1286.1
119,-23.495184,-46.661064,21,1368.3
119,-23.495578,-46.661482,22,1429.4
119,-23.496660,-46.662330,23,1577.2
119,-23.497624,-46.663017,24,1705.0
119,-23.498215,-46.663446,25,1783.7
119,-23.498913,-46.663682,26,1864.8
119,-23.499749,-46.664165,27,1969.7
119,-23.500605,-46.664883,28,2089.6
119,-23.501727,-46.665828,29,2246.9
119,-23.503272,-46.667179,30,2466.7
119,-23.503892,-46.667587,31,2547.0
119,-23.504669,-46.668005,32,2643.1
119,-23.505013,-46.668188,33,2685.5
119,-23.505358,-46.668531,34,2737.3
120,-23.584772,-46.728393,1,0.0
120,-23.585075,-46.728913,2,62.8
120,-23.585252,-46.729352,3,111.8
120,-23.585635,-46.730307,4,218.1
120,-23.585744,-46.730608,5,251.0
120,-23.585989,-46.730951,6,295.4
120,-23.586383,-46.731348,7,354.9
120,-23.586756,-46.731616,8,404.5
120,-23.587238,-46.731734,9,459.2
120,-23.587740,-46.731917,10,517.8
120,-23.588035,-46.732163,11,559.0
120,-23.588280,-46.732389,12,594.6
120,-23.588497,-46.732635,13,629.4
120,-23.588644,-46.732904,14,661.3
120,-23.589303,-46.734588,15,848.1
120,-23.590139,-46.736702,16,1082.8
120,-23.590591,-46.737517,17,1180.0
120,-23.591191,-46.738526,18,1302.5
120,-23.591908,-46.739867,19,1460.8
120,-23.592253,-46.740382,20,1525.7
120,-23.592813,-46.740950,21,1610.7
120,-23.593157,-46.741304,22,1663.2
120,-23.593344,-46.741562,23,1696.6
120,-23.593658,-46.742082,24,1760.1
120,-23.594268,-46.743436,25,1914.0
120,-23.595025,-46.745015,26,2095.6
120,-23.595581,-46.745590,27,2180.6
120,-23.596232,-46.746199,28,2275.9
120,-23.596912,-46.746589,29,2361.0
120,-23.597605,-46.746806,30,2441.0
120,-23.598444,-46.746786,31,2533.9
120,-23.599056,-46.746845,32,2602.0
120,-23.599669,-46.747054,33,2673.1
120,-23.600567,-46.747317,34,2776.1
120,-23.602058,-46.747975,35,2954.4
120,-23.603089,-46.748368,36,3075.4
120,-23.603624,-46.748468,37,3135.5
120,-23.603862,-46.748582,38,3164.3
120,-23.604080,-46.748825,39,3199.0
121,-23.623604,-46.763916,1,0.0
121,-23.624361,-46.762896,2,133.6
121,-23.625384,-46.761620,3,306.2
121,-23.626072,-46.760729,4,424.8
121,-23.626298,-46.760938,5,457.7
121,-23.626524,-46.761040,6,484.8
121,-23.626691,-46.760922,7,506.9
121,-23.627192,-46.760622,8,570.3
121,-23.628323,-46.759892,9,716.0
121,-23.628627,-46.759613,10,760.1
121,-23.628981,-46.759324,11,809.2
121,-23.629522,-46.759072,12,874.4
121,-23.629763,-46.758997,13,902.1
121,-23.630003,-46.758991,14,928.8
121,-23.630515,-46.759077,15,986.1
121,-23.630790,-46.758991,16,1017.8
121,-23.630868,-46.758927,17,1028.7
121,-23.630515,-46.758423,18,1093.4
121,-23.631330,-46.757961,19,1195.2
121,-23.631969,-46.757618,20,1274.2
121,-23.632254,-46.757543,21,1306.7
121,-23.632608,-46.757511,22,1346.0
121,-23.633050,-46.757586,23,1395.6
121,-23.633240,-46.757630,24,1417.1
121,-23.633223,-46.757385,25,1442.1
121,-23.633786,-46.757505,26,1505.7
121,-23.634437,-46.757560,27,1578.0
121,-23.635254,-46.757502,28,1668.7
121,-23.636111,-46.757226,29,1767.7
121,-23.636577,-46.756962,30,1825.9
121,-23.637521,-46.756233,31,1954.2
121,-23.637747,-46.755874,32,1998.6
